WEEK,REGION,COUNTRY,ADMIN1,EVENT_TYPE,SUB_EVENT_TYPE,EVENTS,FATALITIES,POPULATION_EXPOSURE,DISORDER_TYPE,ID,CENTROID_LATITUDE,CENTROID_LONGITUDE
2015-02-28,Southeast Asia,Indonesia,Aceh,Battles,Armed clash,1,2,6535.0,Political violence,1291,3.9083,97.125
2015-03-21,Southeast Asia,Indonesia,Aceh,Battles,Armed clash,2,4,318495.0,Political violence,1291,3.9083,97.125
2015-05-16,Southeast Asia,Indonesia,Aceh,Battles,Armed clash,1,3,65485.0,Political violence,1291,3.9083,97.125
2015-05-23,Southeast Asia,Indonesia,Aceh,Battles,Armed clash,3,1,156048.0,Political violence,1291,3.9083,97.125
2015-08-15,Southeast Asia,Indonesia,Aceh,Battles,Armed clash,1,1,51658.0,Political violence,1291,3.9083,97.125
2019-04-20,Southeast Asia,Indonesia,Aceh,Battles,Armed clash,1,1,61896.0,Political violence,1291,3.9083,97.125
2019-09-14,Southeast Asia,Indonesia,Aceh,Battles,Armed clash,1,4,14595.0,Political violence,1291,3.9083,97.125
2019-11-30,Southeast Asia,Indonesia,Aceh,Battles,Armed clash,1,1,3576.0,Political violence,1291,3.9083,97.125
2021-10-23,Southeast Asia,Indonesia,Aceh,Battles,Armed clash,1,0,7385.0,Political violence,1291,3.9083,97.125
2020-06-06,Southeast Asia,Indonesia,Aceh,Explosions/Remote violence,Grenade,1,0,7599.0,Political violence,1291,3.9083,97.125
2024-08-31,Southeast Asia,Indonesia,Aceh,Explosions/Remote violence,Grenade,1,0,293188.0,Political violence,1291,3.9083,97.125
2015-01-24,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,2,0,21154.0,Demonstrations,1291,3.9083,97.125
2015-02-21,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,1,0,21154.0,Demonstrations,1291,3.9083,97.125
2015-03-07,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,1,0,19567.0,Demonstrations,1291,3.9083,97.125
2015-04-11,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,1,0,21154.0,Demonstrations,1291,3.9083,97.125
2015-05-16,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,2,0,24743.0,Demonstrations,1291,3.9083,97.125
2015-07-25,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,2,0,2693.0,Demonstrations,1291,3.9083,97.125
2015-08-01,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,1,0,4648.0,Demonstrations,1291,3.9083,97.125
2015-08-22,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,3,0,5177.0,Demonstrations,1291,3.9083,97.125
2015-10-03,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,2,0,26330.0,Demonstrations,1291,3.9083,97.125
2015-11-14,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,1,0,1.0,Demonstrations,1291,3.9083,97.125
2015-11-21,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,2,0,17583.0,Demonstrations,1291,3.9083,97.125
2016-01-30,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,2,0,21298.0,Demonstrations,1291,3.9083,97.125
2016-03-12,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,1,0,21388.0,Demonstrations,1291,3.9083,97.125
2016-05-07,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,1,0,17189.0,Demonstrations,1291,3.9083,97.125
2016-05-28,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,1,0,17189.0,Demonstrations,1291,3.9083,97.125
2016-11-05,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,1,0,21388.0,Demonstrations,1291,3.9083,97.125
2017-03-18,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,1,0,19985.0,Demonstrations,1291,3.9083,97.125
2017-04-29,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,1,0,21614.0,Demonstrations,1291,3.9083,97.125
2017-07-08,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,1,0,,Demonstrations,1291,3.9083,97.125
2017-08-05,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,1,0,7111.0,Demonstrations,1291,3.9083,97.125
2017-08-19,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,1,0,17378.0,Demonstrations,1291,3.9083,97.125
2017-09-23,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,2,0,22134.0,Demonstrations,1291,3.9083,97.125
2017-12-09,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,1,0,17378.0,Demonstrations,1291,3.9083,97.125
2017-12-16,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,1,0,17378.0,Demonstrations,1291,3.9083,97.125
2018-01-13,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,1,0,,Demonstrations,1291,3.9083,97.125
2018-01-27,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,1,0,21829.0,Demonstrations,1291,3.9083,97.125
2018-02-17,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,2,0,30944.0,Demonstrations,1291,3.9083,97.125
2018-02-24,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,1,0,21829.0,Demonstrations,1291,3.9083,97.125
2018-03-24,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,2,0,21829.0,Demonstrations,1291,3.9083,97.125
2018-04-07,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,1,0,20190.0,Demonstrations,1291,3.9083,97.125
2018-04-14,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,2,0,26636.0,Demonstrations,1291,3.9083,97.125
2018-05-05,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,1,0,4807.0,Demonstrations,1291,3.9083,97.125
2018-05-26,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,1,0,2007.0,Demonstrations,1291,3.9083,97.125
2018-06-09,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,1,0,1615.0,Demonstrations,1291,3.9083,97.125
2018-06-16,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,1,0,1615.0,Demonstrations,1291,3.9083,97.125
2018-07-07,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,1,0,21829.0,Demonstrations,1291,3.9083,97.125
2018-07-14,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,2,0,24354.0,Demonstrations,1291,3.9083,97.125
2018-07-21,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,1,0,21829.0,Demonstrations,1291,3.9083,97.125
2018-08-11,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,1,0,3719.0,Demonstrations,1291,3.9083,97.125
2018-09-08,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,2,0,22043.0,Demonstrations,1291,3.9083,97.125
2018-09-15,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,1,0,23639.0,Demonstrations,1291,3.9083,97.125
2018-09-22,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,2,0,42019.0,Demonstrations,1291,3.9083,97.125
2018-09-29,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,1,0,5347.0,Demonstrations,1291,3.9083,97.125
2018-10-20,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,1,0,21829.0,Demonstrations,1291,3.9083,97.125
2018-11-17,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,1,0,23639.0,Demonstrations,1291,3.9083,97.125
2018-11-24,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,1,0,5104.0,Demonstrations,1291,3.9083,97.125
2018-12-08,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,1,0,21829.0,Demonstrations,1291,3.9083,97.125
2018-12-15,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,1,0,21829.0,Demonstrations,1291,3.9083,97.125
2018-12-29,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,1,0,18757.0,Demonstrations,1291,3.9083,97.125
2019-01-05,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,2,0,26888.0,Demonstrations,1291,3.9083,97.125
2019-01-12,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,2,0,23125.0,Demonstrations,1291,3.9083,97.125
2019-01-19,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,2,0,17728.0,Demonstrations,1291,3.9083,97.125
2019-02-09,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,1,0,5397.0,Demonstrations,1291,3.9083,97.125
2019-03-02,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,1,0,22036.0,Demonstrations,1291,3.9083,97.125
2019-03-09,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,1,0,22036.0,Demonstrations,1291,3.9083,97.125
2019-04-06,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,2,0,22036.0,Demonstrations,1291,3.9083,97.125
2019-04-27,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,1,0,17728.0,Demonstrations,1291,3.9083,97.125
2019-05-11,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,3,0,606.0,Demonstrations,1291,3.9083,97.125
2019-05-25,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,1,0,579.0,Demonstrations,1291,3.9083,97.125
2019-06-08,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,1,0,10138.0,Demonstrations,1291,3.9083,97.125
2019-06-15,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,2,0,21582.0,Demonstrations,1291,3.9083,97.125
2019-07-13,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,1,0,10138.0,Demonstrations,1291,3.9083,97.125
2019-07-27,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,2,0,20392.0,Demonstrations,1291,3.9083,97.125
2019-08-03,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,6,0,84653.0,Demonstrations,1291,3.9083,97.125
2019-08-10,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,1,0,20392.0,Demonstrations,1291,3.9083,97.125
2019-08-17,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,2,0,22615.0,Demonstrations,1291,3.9083,97.125
2019-08-24,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,2,0,33891.0,Demonstrations,1291,3.9083,97.125
2019-08-31,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,1,0,22036.0,Demonstrations,1291,3.9083,97.125
2019-09-07,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,1,0,2023.0,Demonstrations,1291,3.9083,97.125
2019-09-14,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,3,0,60156.0,Demonstrations,1291,3.9083,97.125
2019-09-21,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,2,0,42428.0,Demonstrations,1291,3.9083,97.125
2019-09-28,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,3,0,44255.0,Demonstrations,1291,3.9083,97.125
2019-10-05,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,2,0,31787.0,Demonstrations,1291,3.9083,97.125
2019-11-30,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,3,0,8652.0,Demonstrations,1291,3.9083,97.125
2019-12-07,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,2,0,24017.0,Demonstrations,1291,3.9083,97.125
2020-01-04,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,1,0,22238.0,Demonstrations,1291,3.9083,97.125
2020-01-18,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,2,0,1.0,Demonstrations,1291,3.9083,97.125
2020-01-25,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,1,0,20589.0,Demonstrations,1291,3.9083,97.125
2020-02-01,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,2,0,22380.0,Demonstrations,1291,3.9083,97.125
2020-03-07,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,1,0,4727.0,Demonstrations,1291,3.9083,97.125
2020-03-14,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,1,0,4727.0,Demonstrations,1291,3.9083,97.125
2020-03-28,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,1,0,5309.0,Demonstrations,1291,3.9083,97.125
2020-05-09,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,1,0,6.0,Demonstrations,1291,3.9083,97.125
2020-05-16,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,3,0,13838.0,Demonstrations,1291,3.9083,97.125
2020-05-30,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,1,0,676.0,Demonstrations,1291,3.9083,97.125
2020-06-06,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,2,0,27828.0,Demonstrations,1291,3.9083,97.125
2020-06-13,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,1,0,462.0,Demonstrations,1291,3.9083,97.125
2020-07-04,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,1,0,12514.0,Demonstrations,1291,3.9083,97.125
2020-07-18,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,2,0,28375.0,Demonstrations,1291,3.9083,97.125
2020-08-15,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,1,0,771.0,Demonstrations,1291,3.9083,97.125
2020-08-22,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,3,0,28606.0,Demonstrations,1291,3.9083,97.125
2020-09-05,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,3,0,24278.0,Demonstrations,1291,3.9083,97.125
2020-09-12,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,2,0,27138.0,Demonstrations,1291,3.9083,97.125
2020-09-19,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,2,0,40307.0,Demonstrations,1291,3.9083,97.125
2020-09-26,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,1,0,1997.0,Demonstrations,1291,3.9083,97.125
2020-10-03,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,2,0,27048.0,Demonstrations,1291,3.9083,97.125
2020-10-10,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,2,0,9098.0,Demonstrations,1291,3.9083,97.125
2020-10-17,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,1,0,22238.0,Demonstrations,1291,3.9083,97.125
2020-10-31,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,3,0,39209.0,Demonstrations,1291,3.9083,97.125
2020-11-07,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,4,0,43693.0,Demonstrations,1291,3.9083,97.125
2020-11-14,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,2,0,31526.0,Demonstrations,1291,3.9083,97.125
2020-11-21,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,1,0,16009.0,Demonstrations,1291,3.9083,97.125
2020-11-28,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,1,0,22238.0,Demonstrations,1291,3.9083,97.125
2021-01-23,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,1,0,22409.0,Demonstrations,1291,3.9083,97.125
2021-02-06,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,1,0,7378.0,Demonstrations,1291,3.9083,97.125
2021-02-13,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,1,0,20753.0,Demonstrations,1291,3.9083,97.125
2021-02-27,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,1,0,20753.0,Demonstrations,1291,3.9083,97.125
2021-03-06,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,1,0,20753.0,Demonstrations,1291,3.9083,97.125
2021-03-13,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,3,0,45173.0,Demonstrations,1291,3.9083,97.125
2021-03-20,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,3,0,43162.0,Demonstrations,1291,3.9083,97.125
2021-04-03,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,1,0,20753.0,Demonstrations,1291,3.9083,97.125
2021-04-10,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,2,0,22409.0,Demonstrations,1291,3.9083,97.125
2021-04-17,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,1,0,7076.0,Demonstrations,1291,3.9083,97.125
2021-05-15,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,2,0,27265.0,Demonstrations,1291,3.9083,97.125
2021-06-19,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,3,0,62452.0,Demonstrations,1291,3.9083,97.125
2021-06-26,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,1,0,2.0,Demonstrations,1291,3.9083,97.125
2021-07-03,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,1,0,20753.0,Demonstrations,1291,3.9083,97.125
2021-07-31,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,1,0,3824.0,Demonstrations,1291,3.9083,97.125
2021-08-21,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,2,0,3276.0,Demonstrations,1291,3.9083,97.125
2021-08-28,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,3,0,28579.0,Demonstrations,1291,3.9083,97.125
2021-09-25,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,2,0,28376.0,Demonstrations,1291,3.9083,97.125
2021-10-09,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,1,0,4942.0,Demonstrations,1291,3.9083,97.125
2021-10-16,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,5,0,30457.0,Demonstrations,1291,3.9083,97.125
2021-10-23,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,1,0,22409.0,Demonstrations,1291,3.9083,97.125
2021-10-30,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,1,0,15444.0,Demonstrations,1291,3.9083,97.125
2021-11-06,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,1,0,2011.0,Demonstrations,1291,3.9083,97.125
2021-11-13,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,2,0,24420.0,Demonstrations,1291,3.9083,97.125
2021-11-27,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,1,0,20753.0,Demonstrations,1291,3.9083,97.125
2021-12-04,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,2,0,20753.0,Demonstrations,1291,3.9083,97.125
2021-12-25,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,1,0,22409.0,Demonstrations,1291,3.9083,97.125
2022-01-08,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,3,0,10635.0,Demonstrations,1291,3.9083,97.125
2022-01-15,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,1,0,22549.0,Demonstrations,1291,3.9083,97.125
2022-01-22,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,2,0,25859.0,Demonstrations,1291,3.9083,97.125
2022-01-29,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,2,0,31972.0,Demonstrations,1291,3.9083,97.125
2022-02-05,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,3,0,31646.0,Demonstrations,1291,3.9083,97.125
2022-02-12,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,1,0,470.0,Demonstrations,1291,3.9083,97.125
2022-02-19,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,3,0,43577.0,Demonstrations,1291,3.9083,97.125
2022-02-26,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,6,0,90699.0,Demonstrations,1291,3.9083,97.125
2022-03-05,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,5,0,71720.0,Demonstrations,1291,3.9083,97.125
2022-03-19,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,3,0,50399.0,Demonstrations,1291,3.9083,97.125
2022-03-26,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,2,0,8001.0,Demonstrations,1291,3.9083,97.125
2022-04-09,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,4,0,68149.0,Demonstrations,1291,3.9083,97.125
2022-04-16,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,1,0,221.0,Demonstrations,1291,3.9083,97.125
2022-04-30,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,1,0,14400.0,Demonstrations,1291,3.9083,97.125
2022-05-07,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,1,0,5369.0,Demonstrations,1291,3.9083,97.125
2022-05-14,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,3,0,42409.0,Demonstrations,1291,3.9083,97.125
2022-06-04,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,1,0,22549.0,Demonstrations,1291,3.9083,97.125
2022-06-11,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,1,0,1.0,Demonstrations,1291,3.9083,97.125
2022-07-16,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,2,0,27524.0,Demonstrations,1291,3.9083,97.125
2022-08-06,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,1,0,20884.0,Demonstrations,1291,3.9083,97.125
2022-08-20,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,1,0,9423.0,Demonstrations,1291,3.9083,97.125
2022-08-27,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,3,0,48441.0,Demonstrations,1291,3.9083,97.125
2022-09-03,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,12,0,81561.0,Demonstrations,1291,3.9083,97.125
2022-09-10,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,3,0,31088.0,Demonstrations,1291,3.9083,97.125
2022-09-17,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,4,0,67769.0,Demonstrations,1291,3.9083,97.125
2022-09-24,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,1,0,22549.0,Demonstrations,1291,3.9083,97.125
2022-10-01,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,4,0,46940.0,Demonstrations,1291,3.9083,97.125
2022-10-08,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,4,0,32972.0,Demonstrations,1291,3.9083,97.125
2022-10-29,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,2,0,29699.0,Demonstrations,1291,3.9083,97.125
2022-11-05,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,1,0,41.0,Demonstrations,1291,3.9083,97.125
2022-11-12,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,3,0,21379.0,Demonstrations,1291,3.9083,97.125
2022-11-26,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,2,0,15741.0,Demonstrations,1291,3.9083,97.125
2022-12-03,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,2,0,20884.0,Demonstrations,1291,3.9083,97.125
2022-12-10,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,2,0,22549.0,Demonstrations,1291,3.9083,97.125
2022-12-17,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,1,0,20884.0,Demonstrations,1291,3.9083,97.125
2022-12-24,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,1,0,41.0,Demonstrations,1291,3.9083,97.125
2022-12-31,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,2,0,37717.0,Demonstrations,1291,3.9083,97.125
2023-01-07,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,3,0,47657.0,Demonstrations,1291,3.9083,97.125
2023-01-14,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,1,0,8014.0,Demonstrations,1291,3.9083,97.125
2023-01-21,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,2,0,48.0,Demonstrations,1291,3.9083,97.125
2023-01-28,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,4,0,63384.0,Demonstrations,1291,3.9083,97.125
2023-02-04,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,3,0,3447.0,Demonstrations,1291,3.9083,97.125
2023-02-11,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,3,0,30214.0,Demonstrations,1291,3.9083,97.125
2023-02-18,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,1,0,12184.0,Demonstrations,1291,3.9083,97.125
2023-03-04,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,2,0,1836.0,Demonstrations,1291,3.9083,97.125
2023-03-11,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,3,0,8744.0,Demonstrations,1291,3.9083,97.125
2023-04-01,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,2,0,22738.0,Demonstrations,1291,3.9083,97.125
2023-04-22,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,2,0,9012.0,Demonstrations,1291,3.9083,97.125
2023-04-29,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,3,0,55578.0,Demonstrations,1291,3.9083,97.125
2023-05-06,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,1,0,21068.0,Demonstrations,1291,3.9083,97.125
2023-05-13,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,1,0,22738.0,Demonstrations,1291,3.9083,97.125
2023-05-20,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,5,0,24364.0,Demonstrations,1291,3.9083,97.125
2023-06-03,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,1,0,1709.0,Demonstrations,1291,3.9083,97.125
2023-06-10,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,5,0,48990.0,Demonstrations,1291,3.9083,97.125
2023-06-24,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,1,0,41.0,Demonstrations,1291,3.9083,97.125
2023-07-01,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,3,0,22738.0,Demonstrations,1291,3.9083,97.125
2023-07-15,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,2,0,30141.0,Demonstrations,1291,3.9083,97.125
2023-07-22,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,1,0,24213.0,Demonstrations,1291,3.9083,97.125
2023-08-05,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,3,0,21687.0,Demonstrations,1291,3.9083,97.125
2023-08-12,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,4,0,30456.0,Demonstrations,1291,3.9083,97.125
2023-08-19,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,1,0,21068.0,Demonstrations,1291,3.9083,97.125
2023-08-26,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,7,0,93365.0,Demonstrations,1291,3.9083,97.125
2023-09-02,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,5,0,47207.0,Demonstrations,1291,3.9083,97.125
2023-09-09,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,1,0,2039.0,Demonstrations,1291,3.9083,97.125
2023-09-23,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,2,0,34922.0,Demonstrations,1291,3.9083,97.125
2023-09-30,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,3,0,41277.0,Demonstrations,1291,3.9083,97.125
2023-10-07,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,2,0,22738.0,Demonstrations,1291,3.9083,97.125
2023-10-14,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,4,0,64179.0,Demonstrations,1291,3.9083,97.125
2023-10-21,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,6,0,74850.0,Demonstrations,1291,3.9083,97.125
2023-10-28,Southeast Asia,Indonesia,Aceh,Protests,Peaceful protest,5,0,79268.0,Demonstrations,1291,3.9083,97.125
