WEEK,REGION,COUNTRY,ADMIN1,EVENT_TYPE,SUB_EVENT_TYPE,EVENTS,FATALITIES,POPULATION_EXPOSURE,DISORDER_TYPE,ID,CENTROID_LATITUDE,CENTROID_LONGITUDE
2025-01-18,Southeast Asia,Indonesia,East Kalimantan,Protests,Peaceful protest,3,0,37711.0,Demonstrations,1300,0.0947,116.1271
2025-01-25,Southeast Asia,Indonesia,East Kalimantan,Protests,Peaceful protest,1,0,4786.0,Demonstrations,1300,0.0947,116.1271
2025-02-01,Southeast Asia,Indonesia,East Kalimantan,Protests,Peaceful protest,3,0,25981.0,Demonstrations,1300,0.0947,116.1271
2025-02-08,Southeast Asia,Indonesia,East Kalimantan,Protests,Peaceful protest,1,0,13842.0,Demonstrations,1300,0.0947,116.1271
2025-02-15,Southeast Asia,Indonesia,East Kalimantan,Protests,Peaceful protest,1,0,13842.0,Demonstrations,1300,0.0947,116.1271
2025-02-22,Southeast Asia,Indonesia,East Kalimantan,Protests,Peaceful protest,4,0,37711.0,Demonstrations,1300,0.0947,116.1271
2025-03-15,Southeast Asia,Indonesia,East Kalimantan,Protests,Peaceful protest,5,0,14263.0,Demonstrations,1300,0.0947,116.1271
2025-03-22,Southeast Asia,Indonesia,East Kalimantan,Protests,Peaceful protest,1,0,23869.0,Demonstrations,1300,0.0947,116.1271
2025-04-05,Southeast Asia,Indonesia,East Kalimantan,Protests,Peaceful protest,1,0,13842.0,Demonstrations,1300,0.0947,116.1271
2025-04-12,Southeast Asia,Indonesia,East Kalimantan,Protests,Peaceful protest,1,0,13842.0,Demonstrations,1300,0.0947,116.1271
2025-04-26,Southeast Asia,Indonesia,East Kalimantan,Protests,Peaceful protest,1,0,13842.0,Demonstrations,1300,0.0947,116.1271
2025-05-10,Southeast Asia,Indonesia,East Kalimantan,Protests,Peaceful protest,1,0,13842.0,Demonstrations,1300,0.0947,116.1271
2025-05-17,Southeast Asia,Indonesia,East Kalimantan,Protests,Peaceful protest,3,0,37711.0,Demonstrations,1300,0.0947,116.1271
2025-05-24,Southeast Asia,Indonesia,East Kalimantan,Protests,Peaceful protest,2,0,13842.0,Demonstrations,1300,0.0947,116.1271
2025-05-31,Southeast Asia,Indonesia,East Kalimantan,Protests,Peaceful protest,3,0,17266.0,Demonstrations,1300,0.0947,116.1271
2025-06-07,Southeast Asia,Indonesia,East Kalimantan,Protests,Peaceful protest,3,0,19719.0,Demonstrations,1300,0.0947,116.1271
2025-06-14,Southeast Asia,Indonesia,East Kalimantan,Protests,Peaceful protest,1,0,12986.0,Demonstrations,1300,0.0947,116.1271
2025-06-21,Southeast Asia,Indonesia,East Kalimantan,Protests,Peaceful protest,1,0,13842.0,Demonstrations,1300,0.0947,116.1271
2025-06-28,Southeast Asia,Indonesia,East Kalimantan,Protests,Peaceful protest,1,0,13842.0,Demonstrations,1300,0.0947,116.1271
2025-07-05,Southeast Asia,Indonesia,East Kalimantan,Protests,Peaceful protest,3,0,46904.0,Demonstrations,1300,0.0947,116.1271
2025-07-19,Southeast Asia,Indonesia,East Kalimantan,Protests,Peaceful protest,2,0,13842.0,Demonstrations,1300,0.0947,116.1271
2025-08-02,Southeast Asia,Indonesia,East Kalimantan,Protests,Peaceful protest,5,0,23035.0,Demonstrations,1300,0.0947,116.1271
2025-08-09,Southeast Asia,Indonesia,East Kalimantan,Protests,Peaceful protest,5,0,35174.0,Demonstrations,1300,0.0947,116.1271
2025-08-16,Southeast Asia,Indonesia,East Kalimantan,Protests,Peaceful protest,3,0,46904.0,Demonstrations,1300,0.0947,116.1271
2025-08-23,Southeast Asia,Indonesia,East Kalimantan,Protests,Peaceful protest,4,0,46904.0,Demonstrations,1300,0.0947,116.1271
2025-08-30,Southeast Asia,Indonesia,East Kalimantan,Protests,Peaceful protest,2,0,23077.0,Demonstrations,1300,0.0947,116.1271
2025-09-06,Southeast Asia,Indonesia,East Kalimantan,Protests,Peaceful protest,2,0,25981.0,Demonstrations,1300,0.0947,116.1271
2025-09-13,Southeast Asia,Indonesia,East Kalimantan,Protests,Peaceful protest,3,0,13987.0,Demonstrations,1300,0.0947,116.1271
2025-09-20,Southeast Asia,Indonesia,East Kalimantan,Protests,Peaceful protest,3,0,13842.0,Demonstrations,1300,0.0947,116.1271
2025-10-18,Southeast Asia,Indonesia,East Kalimantan,Protests,Peaceful protest,1,0,1447.0,Demonstrations,1300,0.0947,116.1271
2025-11-01,Southeast Asia,Indonesia,East Kalimantan,Protests,Peaceful protest,1,0,1447.0,Demonstrations,1300,0.0947,116.1271
2025-11-08,Southeast Asia,Indonesia,East Kalimantan,Protests,Peaceful protest,1,0,13842.0,Demonstrations,1300,0.0947,116.1271
2025-11-15,Southeast Asia,Indonesia,East Kalimantan,Protests,Peaceful protest,1,0,,Demonstrations,1300,0.0947,116.1271
2025-11-29,Southeast Asia,Indonesia,East Kalimantan,Protests,Peaceful protest,2,0,18761.0,Demonstrations,1300,0.0947,116.1271
2025-12-20,Southeast Asia,Indonesia,East Kalimantan,Protests,Peaceful protest,1,0,13842.0,Demonstrations,1300,0.0947,116.1271
2026-01-10,Southeast Asia,Indonesia,East Kalimantan,Protests,Peaceful protest,1,0,13943.0,Demonstrations,1300,0.0947,116.1271
2026-01-17,Southeast Asia,Indonesia,East Kalimantan,Protests,Peaceful protest,5,0,13943.0,Demonstrations,1300,0.0947,116.1271
2026-01-24,Southeast Asia,Indonesia,East Kalimantan,Protests,Peaceful protest,2,0,13943.0,Demonstrations,1300,0.0947,116.1271
2026-01-31,Southeast Asia,Indonesia,East Kalimantan,Protests,Peaceful protest,1,0,,Demonstrations,1300,0.0947,116.1271
2026-02-07,Southeast Asia,Indonesia,East Kalimantan,Protests,Peaceful protest,1,0,,Demonstrations,1300,0.0947,116.1271
2018-10-20,Southeast Asia,Indonesia,East Kalimantan,Protests,Protest with intervention,1,0,13079.0,Demonstrations,1300,0.0947,116.1271
2019-09-21,Southeast Asia,Indonesia,East Kalimantan,Protests,Protest with intervention,2,0,13203.0,Demonstrations,1300,0.0947,116.1271
2019-09-28,Southeast Asia,Indonesia,East Kalimantan,Protests,Protest with intervention,1,0,13203.0,Demonstrations,1300,0.0947,116.1271
2020-10-10,Southeast Asia,Indonesia,East Kalimantan,Protests,Protest with intervention,1,0,13325.0,Demonstrations,1300,0.0947,116.1271
2021-07-17,Southeast Asia,Indonesia,East Kalimantan,Protests,Protest with intervention,1,0,23176.0,Demonstrations,1300,0.0947,116.1271
2021-10-30,Southeast Asia,Indonesia,East Kalimantan,Protests,Protest with intervention,1,0,13427.0,Demonstrations,1300,0.0947,116.1271
2022-09-03,Southeast Asia,Indonesia,East Kalimantan,Protests,Protest with intervention,1,0,23308.0,Demonstrations,1300,0.0947,116.1271
2024-08-17,Southeast Asia,Indonesia,East Kalimantan,Protests,Protest with intervention,1,0,1776.0,Demonstrations,1300,0.0947,116.1271
2024-08-24,Southeast Asia,Indonesia,East Kalimantan,Protests,Protest with intervention,1,0,13737.0,Demonstrations,1300,0.0947,116.1271
2025-02-01,Southeast Asia,Indonesia,East Kalimantan,Protests,Protest with intervention,1,0,13842.0,Demonstrations,1300,0.0947,116.1271
2025-02-08,Southeast Asia,Indonesia,East Kalimantan,Protests,Protest with intervention,1,0,,Demonstrations,1300,0.0947,116.1271
2025-02-15,Southeast Asia,Indonesia,East Kalimantan,Protests,Protest with intervention,1,0,23869.0,Demonstrations,1300,0.0947,116.1271
2019-10-12,Southeast Asia,Indonesia,East Kalimantan,Riots,Mob violence,1,0,16499.0,Political violence,1300,0.0947,116.1271
2021-04-10,Southeast Asia,Indonesia,East Kalimantan,Riots,Mob violence,1,1,119557.0,Political violence,1300,0.0947,116.1271
2025-12-13,Southeast Asia,Indonesia,East Kalimantan,Riots,Mob violence,1,0,2279.0,Political violence,1300,0.0947,116.1271
2019-02-09,Southeast Asia,Indonesia,East Kalimantan,Riots,Violent demonstration,1,0,101015.0,Demonstrations,1300,0.0947,116.1271
2019-03-23,Southeast Asia,Indonesia,East Kalimantan,Riots,Violent demonstration,1,0,117637.0,Demonstrations,1300,0.0947,116.1271
2020-02-01,Southeast Asia,Indonesia,East Kalimantan,Riots,Violent demonstration,1,0,77804.0,Demonstrations,1300,0.0947,116.1271
2020-10-03,Southeast Asia,Indonesia,East Kalimantan,Riots,Violent demonstration,2,0,220558.0,Demonstrations,1300,0.0947,116.1271
2020-10-31,Southeast Asia,Indonesia,East Kalimantan,Riots,Violent demonstration,1,0,118686.0,Demonstrations,1300,0.0947,116.1271
2021-06-26,Southeast Asia,Indonesia,East Kalimantan,Riots,Violent demonstration,1,0,119557.0,Demonstrations,1300,0.0947,116.1271
2022-09-10,Southeast Asia,Indonesia,East Kalimantan,Riots,Violent demonstration,1,0,120270.0,Demonstrations,1300,0.0947,116.1271
2024-05-11,Southeast Asia,Indonesia,East Kalimantan,Riots,Violent demonstration,1,0,104810.0,Demonstrations,1300,0.0947,116.1271
2024-08-17,Southeast Asia,Indonesia,East Kalimantan,Riots,Violent demonstration,1,0,104810.0,Demonstrations,1300,0.0947,116.1271
2025-07-12,Southeast Asia,Indonesia,East Kalimantan,Riots,Violent demonstration,1,0,36330.0,Demonstrations,1300,0.0947,116.1271
2025-08-30,Southeast Asia,Indonesia,East Kalimantan,Riots,Violent demonstration,1,0,123086.0,Demonstrations,1300,0.0947,116.1271
2015-05-16,Southeast Asia,Indonesia,East Kalimantan,Violence against civilians,Attack,1,0,23993.0,Political violence,1300,0.0947,116.1271
2015-12-19,Southeast Asia,Indonesia,East Kalimantan,Violence against civilians,Attack,1,1,426611.0,Political violence,1300,0.0947,116.1271
2016-11-12,Southeast Asia,Indonesia,East Kalimantan,Violence against civilians,Attack,1,1,431286.0,Political violence,1300,0.0947,116.1271
2019-11-16,Southeast Asia,Indonesia,East Kalimantan,Violence against civilians,Attack,1,1,312279.0,Political violence,1300,0.0947,116.1271
2020-11-28,Southeast Asia,Indonesia,East Kalimantan,Violence against civilians,Attack,1,1,314994.0,Political violence,1300,0.0947,116.1271
2023-09-02,Southeast Asia,Indonesia,East Kalimantan,Violence against civilians,Attack,1,0,121254.0,Political violence,1300,0.0947,116.1271
2024-11-09,Southeast Asia,Indonesia,East Kalimantan,Violence against civilians,Attack,1,1,2330.0,Political violence,1300,0.0947,116.1271
2025-06-07,Southeast Asia,Indonesia,East Kalimantan,Violence against civilians,Attack,1,0,4023.0,Political violence,1300,0.0947,116.1271
2025-07-12,Southeast Asia,Indonesia,East Kalimantan,Violence against civilians,Sexual violence,1,0,36330.0,Political violence,1300,0.0947,116.1271
2018-04-21,Southeast Asia,Indonesia,East Nusa Tenggara,Protests,Excessive force against protesters,1,1,567.0,Political violence; Demonstrations,1301,-8.5127,120.5925
2015-01-10,Southeast Asia,Indonesia,East Nusa Tenggara,Protests,Peaceful protest,1,0,3195.0,Demonstrations,1301,-8.5127,120.5925
2015-01-24,Southeast Asia,Indonesia,East Nusa Tenggara,Protests,Peaceful protest,1,0,3195.0,Demonstrations,1301,-8.5127,120.5925
2015-02-28,Southeast Asia,Indonesia,East Nusa Tenggara,Protests,Peaceful protest,1,0,3195.0,Demonstrations,1301,-8.5127,120.5925
2015-05-02,Southeast Asia,Indonesia,East Nusa Tenggara,Protests,Peaceful protest,1,0,41.0,Demonstrations,1301,-8.5127,120.5925
2015-05-09,Southeast Asia,Indonesia,East Nusa Tenggara,Protests,Peaceful protest,1,0,23927.0,Demonstrations,1301,-8.5127,120.5925
2015-11-14,Southeast Asia,Indonesia,East Nusa Tenggara,Protests,Peaceful protest,1,0,23927.0,Demonstrations,1301,-8.5127,120.5925
2015-11-21,Southeast Asia,Indonesia,East Nusa Tenggara,Protests,Peaceful protest,1,0,219.0,Demonstrations,1301,-8.5127,120.5925
2016-12-24,Southeast Asia,Indonesia,East Nusa Tenggara,Protests,Peaceful protest,1,0,1419.0,Demonstrations,1301,-8.5127,120.5925
2017-06-10,Southeast Asia,Indonesia,East Nusa Tenggara,Protests,Peaceful protest,1,0,24457.0,Demonstrations,1301,-8.5127,120.5925
2017-09-23,Southeast Asia,Indonesia,East Nusa Tenggara,Protests,Peaceful protest,1,0,24457.0,Demonstrations,1301,-8.5127,120.5925
2018-01-20,Southeast Asia,Indonesia,East Nusa Tenggara,Protests,Peaceful protest,1,0,24704.0,Demonstrations,1301,-8.5127,120.5925
2018-02-03,Southeast Asia,Indonesia,East Nusa Tenggara,Protests,Peaceful protest,1,0,1493.0,Demonstrations,1301,-8.5127,120.5925
2018-03-03,Southeast Asia,Indonesia,East Nusa Tenggara,Protests,Peaceful protest,2,0,40151.0,Demonstrations,1301,-8.5127,120.5925
2018-04-21,Southeast Asia,Indonesia,East Nusa Tenggara,Protests,Peaceful protest,1,0,1121.0,Demonstrations,1301,-8.5127,120.5925
2018-07-07,Southeast Asia,Indonesia,East Nusa Tenggara,Protests,Peaceful protest,1,0,24704.0,Demonstrations,1301,-8.5127,120.5925
2018-09-01,Southeast Asia,Indonesia,East Nusa Tenggara,Protests,Peaceful protest,1,0,24704.0,Demonstrations,1301,-8.5127,120.5925
2018-10-13,Southeast Asia,Indonesia,East Nusa Tenggara,Protests,Peaceful protest,1,0,24704.0,Demonstrations,1301,-8.5127,120.5925
2019-01-12,Southeast Asia,Indonesia,East Nusa Tenggara,Protests,Peaceful protest,1,0,24930.0,Demonstrations,1301,-8.5127,120.5925
2019-03-23,Southeast Asia,Indonesia,East Nusa Tenggara,Protests,Peaceful protest,1,0,7946.0,Demonstrations,1301,-8.5127,120.5925
2019-03-30,Southeast Asia,Indonesia,East Nusa Tenggara,Protests,Peaceful protest,1,0,24930.0,Demonstrations,1301,-8.5127,120.5925
2019-04-27,Southeast Asia,Indonesia,East Nusa Tenggara,Protests,Peaceful protest,2,0,25158.0,Demonstrations,1301,-8.5127,120.5925
2019-05-04,Southeast Asia,Indonesia,East Nusa Tenggara,Protests,Peaceful protest,1,0,24930.0,Demonstrations,1301,-8.5127,120.5925
2019-06-29,Southeast Asia,Indonesia,East Nusa Tenggara,Protests,Peaceful protest,1,0,33074.0,Demonstrations,1301,-8.5127,120.5925
2019-08-03,Southeast Asia,Indonesia,East Nusa Tenggara,Protests,Peaceful protest,1,0,228.0,Demonstrations,1301,-8.5127,120.5925
2019-09-07,Southeast Asia,Indonesia,East Nusa Tenggara,Protests,Peaceful protest,1,0,16059.0,Demonstrations,1301,-8.5127,120.5925
2019-09-28,Southeast Asia,Indonesia,East Nusa Tenggara,Protests,Peaceful protest,1,0,24930.0,Demonstrations,1301,-8.5127,120.5925
2019-11-30,Southeast Asia,Indonesia,East Nusa Tenggara,Protests,Peaceful protest,1,0,228.0,Demonstrations,1301,-8.5127,120.5925
2020-01-11,Southeast Asia,Indonesia,East Nusa Tenggara,Protests,Peaceful protest,1,0,494.0,Demonstrations,1301,-8.5127,120.5925
2020-02-08,Southeast Asia,Indonesia,East Nusa Tenggara,Protests,Peaceful protest,1,0,55.0,Demonstrations,1301,-8.5127,120.5925
2020-03-07,Southeast Asia,Indonesia,East Nusa Tenggara,Protests,Peaceful protest,1,0,25154.0,Demonstrations,1301,-8.5127,120.5925
2020-05-16,Southeast Asia,Indonesia,East Nusa Tenggara,Protests,Peaceful protest,1,0,16.0,Demonstrations,1301,-8.5127,120.5925
2020-05-30,Southeast Asia,Indonesia,East Nusa Tenggara,Protests,Peaceful protest,2,0,24962.0,Demonstrations,1301,-8.5127,120.5925
2020-07-11,Southeast Asia,Indonesia,East Nusa Tenggara,Protests,Peaceful protest,1,0,25154.0,Demonstrations,1301,-8.5127,120.5925
2020-08-01,Southeast Asia,Indonesia,East Nusa Tenggara,Protests,Peaceful protest,1,0,55.0,Demonstrations,1301,-8.5127,120.5925
2020-08-15,Southeast Asia,Indonesia,East Nusa Tenggara,Protests,Peaceful protest,1,0,25154.0,Demonstrations,1301,-8.5127,120.5925
2020-08-22,Southeast Asia,Indonesia,East Nusa Tenggara,Protests,Peaceful protest,1,0,25154.0,Demonstrations,1301,-8.5127,120.5925
2021-01-02,Southeast Asia,Indonesia,East Nusa Tenggara,Protests,Peaceful protest,2,0,5560.0,Demonstrations,1301,-8.5127,120.5925
2021-02-06,Southeast Asia,Indonesia,East Nusa Tenggara,Protests,Peaceful protest,1,0,1829.0,Demonstrations,1301,-8.5127,120.5925
2021-03-20,Southeast Asia,Indonesia,East Nusa Tenggara,Protests,Peaceful protest,2,0,25338.0,Demonstrations,1301,-8.5127,120.5925
2021-03-27,Southeast Asia,Indonesia,East Nusa Tenggara,Protests,Peaceful protest,1,0,25338.0,Demonstrations,1301,-8.5127,120.5925
2021-04-24,Southeast Asia,Indonesia,East Nusa Tenggara,Protests,Peaceful protest,2,0,25338.0,Demonstrations,1301,-8.5127,120.5925
2021-05-01,Southeast Asia,Indonesia,East Nusa Tenggara,Protests,Peaceful protest,1,0,25338.0,Demonstrations,1301,-8.5127,120.5925
2021-05-15,Southeast Asia,Indonesia,East Nusa Tenggara,Protests,Peaceful protest,1,0,9627.0,Demonstrations,1301,-8.5127,120.5925
2021-06-05,Southeast Asia,Indonesia,East Nusa Tenggara,Protests,Peaceful protest,1,0,8746.0,Demonstrations,1301,-8.5127,120.5925
2021-07-03,Southeast Asia,Indonesia,East Nusa Tenggara,Protests,Peaceful protest,1,0,436.0,Demonstrations,1301,-8.5127,120.5925
2021-08-28,Southeast Asia,Indonesia,East Nusa Tenggara,Protests,Peaceful protest,2,0,59028.0,Demonstrations,1301,-8.5127,120.5925
2021-09-18,Southeast Asia,Indonesia,East Nusa Tenggara,Protests,Peaceful protest,1,0,220.0,Demonstrations,1301,-8.5127,120.5925
2021-09-25,Southeast Asia,Indonesia,East Nusa Tenggara,Protests,Peaceful protest,2,0,656.0,Demonstrations,1301,-8.5127,120.5925
2021-10-02,Southeast Asia,Indonesia,East Nusa Tenggara,Protests,Peaceful protest,4,0,55034.0,Demonstrations,1301,-8.5127,120.5925
2021-10-09,Southeast Asia,Indonesia,East Nusa Tenggara,Protests,Peaceful protest,2,0,25558.0,Demonstrations,1301,-8.5127,120.5925
2021-10-16,Southeast Asia,Indonesia,East Nusa Tenggara,Protests,Peaceful protest,3,0,75236.0,Demonstrations,1301,-8.5127,120.5925
2021-10-23,Southeast Asia,Indonesia,East Nusa Tenggara,Protests,Peaceful protest,3,0,25338.0,Demonstrations,1301,-8.5127,120.5925
2021-11-06,Southeast Asia,Indonesia,East Nusa Tenggara,Protests,Peaceful protest,2,0,30898.0,Demonstrations,1301,-8.5127,120.5925
2021-11-13,Southeast Asia,Indonesia,East Nusa Tenggara,Protests,Peaceful protest,3,0,27336.0,Demonstrations,1301,-8.5127,120.5925
2021-11-20,Southeast Asia,Indonesia,East Nusa Tenggara,Protests,Peaceful protest,2,0,25570.0,Demonstrations,1301,-8.5127,120.5925
2021-11-27,Southeast Asia,Indonesia,East Nusa Tenggara,Protests,Peaceful protest,3,0,25338.0,Demonstrations,1301,-8.5127,120.5925
2021-12-04,Southeast Asia,Indonesia,East Nusa Tenggara,Protests,Peaceful protest,3,0,25558.0,Demonstrations,1301,-8.5127,120.5925
2021-12-18,Southeast Asia,Indonesia,East Nusa Tenggara,Protests,Peaceful protest,2,0,36398.0,Demonstrations,1301,-8.5127,120.5925
2021-12-25,Southeast Asia,Indonesia,East Nusa Tenggara,Protests,Peaceful protest,1,0,25338.0,Demonstrations,1301,-8.5127,120.5925
2022-01-01,Southeast Asia,Indonesia,East Nusa Tenggara,Protests,Peaceful protest,2,0,34289.0,Demonstrations,1301,-8.5127,120.5925
2022-01-08,Southeast Asia,Indonesia,East Nusa Tenggara,Protests,Peaceful protest,2,0,25931.0,Demonstrations,1301,-8.5127,120.5925
2022-01-15,Southeast Asia,Indonesia,East Nusa Tenggara,Protests,Peaceful protest,1,0,25491.0,Demonstrations,1301,-8.5127,120.5925
2022-01-22,Southeast Asia,Indonesia,East Nusa Tenggara,Protests,Peaceful protest,2,0,25491.0,Demonstrations,1301,-8.5127,120.5925
2022-01-29,Southeast Asia,Indonesia,East Nusa Tenggara,Protests,Peaceful protest,3,0,59462.0,Demonstrations,1301,-8.5127,120.5925
2022-02-05,Southeast Asia,Indonesia,East Nusa Tenggara,Protests,Peaceful protest,5,0,47589.0,Demonstrations,1301,-8.5127,120.5925
2022-02-12,Southeast Asia,Indonesia,East Nusa Tenggara,Protests,Peaceful protest,1,0,25491.0,Demonstrations,1301,-8.5127,120.5925
2022-02-19,Southeast Asia,Indonesia,East Nusa Tenggara,Protests,Peaceful protest,1,0,16948.0,Demonstrations,1301,-8.5127,120.5925
2022-02-26,Southeast Asia,Indonesia,East Nusa Tenggara,Protests,Peaceful protest,2,0,25931.0,Demonstrations,1301,-8.5127,120.5925
2022-03-05,Southeast Asia,Indonesia,East Nusa Tenggara,Protests,Peaceful protest,1,0,25491.0,Demonstrations,1301,-8.5127,120.5925
2022-03-19,Southeast Asia,Indonesia,East Nusa Tenggara,Protests,Peaceful protest,1,0,25491.0,Demonstrations,1301,-8.5127,120.5925
2022-03-26,Southeast Asia,Indonesia,East Nusa Tenggara,Protests,Peaceful protest,2,0,19261.0,Demonstrations,1301,-8.5127,120.5925
2022-04-02,Southeast Asia,Indonesia,East Nusa Tenggara,Protests,Peaceful protest,2,0,34289.0,Demonstrations,1301,-8.5127,120.5925
2022-04-09,Southeast Asia,Indonesia,East Nusa Tenggara,Protests,Peaceful protest,2,0,31086.0,Demonstrations,1301,-8.5127,120.5925
2022-04-16,Southeast Asia,Indonesia,East Nusa Tenggara,Protests,Peaceful protest,2,0,5828.0,Demonstrations,1301,-8.5127,120.5925
2022-04-23,Southeast Asia,Indonesia,East Nusa Tenggara,Protests,Peaceful protest,2,0,25547.0,Demonstrations,1301,-8.5127,120.5925
2022-05-07,Southeast Asia,Indonesia,East Nusa Tenggara,Protests,Peaceful protest,1,0,25491.0,Demonstrations,1301,-8.5127,120.5925
2022-05-14,Southeast Asia,Indonesia,East Nusa Tenggara,Protests,Peaceful protest,1,0,440.0,Demonstrations,1301,-8.5127,120.5925
2022-05-28,Southeast Asia,Indonesia,East Nusa Tenggara,Protests,Peaceful protest,1,0,25491.0,Demonstrations,1301,-8.5127,120.5925
2022-06-04,Southeast Asia,Indonesia,East Nusa Tenggara,Protests,Peaceful protest,4,0,32950.0,Demonstrations,1301,-8.5127,120.5925
2022-06-18,Southeast Asia,Indonesia,East Nusa Tenggara,Protests,Peaceful protest,2,0,23784.0,Demonstrations,1301,-8.5127,120.5925
2022-06-25,Southeast Asia,Indonesia,East Nusa Tenggara,Protests,Peaceful protest,2,0,54404.0,Demonstrations,1301,-8.5127,120.5925
2022-07-02,Southeast Asia,Indonesia,East Nusa Tenggara,Protests,Peaceful protest,1,0,25491.0,Demonstrations,1301,-8.5127,120.5925
2022-07-16,Southeast Asia,Indonesia,East Nusa Tenggara,Protests,Peaceful protest,2,0,1395.0,Demonstrations,1301,-8.5127,120.5925
2022-07-23,Southeast Asia,Indonesia,East Nusa Tenggara,Protests,Peaceful protest,2,0,18629.0,Demonstrations,1301,-8.5127,120.5925
2022-07-30,Southeast Asia,Indonesia,East Nusa Tenggara,Protests,Peaceful protest,2,0,9083.0,Demonstrations,1301,-8.5127,120.5925
2022-08-06,Southeast Asia,Indonesia,East Nusa Tenggara,Protests,Peaceful protest,2,0,31086.0,Demonstrations,1301,-8.5127,120.5925
2022-08-20,Southeast Asia,Indonesia,East Nusa Tenggara,Protests,Peaceful protest,1,0,25491.0,Demonstrations,1301,-8.5127,120.5925
2022-08-27,Southeast Asia,Indonesia,East Nusa Tenggara,Protests,Peaceful protest,1,0,233.0,Demonstrations,1301,-8.5127,120.5925
2022-09-03,Southeast Asia,Indonesia,East Nusa Tenggara,Protests,Peaceful protest,3,0,29239.0,Demonstrations,1301,-8.5127,120.5925
2022-09-10,Southeast Asia,Indonesia,East Nusa Tenggara,Protests,Peaceful protest,3,0,23969.0,Demonstrations,1301,-8.5127,120.5925
2022-09-17,Southeast Asia,Indonesia,East Nusa Tenggara,Protests,Peaceful protest,1,0,21081.0,Demonstrations,1301,-8.5127,120.5925
2022-09-24,Southeast Asia,Indonesia,East Nusa Tenggara,Protests,Peaceful protest,2,0,26676.0,Demonstrations,1301,-8.5127,120.5925
2022-10-01,Southeast Asia,Indonesia,East Nusa Tenggara,Protests,Peaceful protest,1,0,783.0,Demonstrations,1301,-8.5127,120.5925
2022-10-08,Southeast Asia,Indonesia,East Nusa Tenggara,Protests,Peaceful protest,3,0,30264.0,Demonstrations,1301,-8.5127,120.5925
2022-10-29,Southeast Asia,Indonesia,East Nusa Tenggara,Protests,Peaceful protest,2,0,25491.0,Demonstrations,1301,-8.5127,120.5925
2022-11-05,Southeast Asia,Indonesia,East Nusa Tenggara,Protests,Peaceful protest,5,0,35475.0,Demonstrations,1301,-8.5127,120.5925
2022-11-12,Southeast Asia,Indonesia,East Nusa Tenggara,Protests,Peaceful protest,4,0,28347.0,Demonstrations,1301,-8.5127,120.5925
2022-11-19,Southeast Asia,Indonesia,East Nusa Tenggara,Protests,Peaceful protest,1,0,22098.0,Demonstrations,1301,-8.5127,120.5925
2022-11-26,Southeast Asia,Indonesia,East Nusa Tenggara,Protests,Peaceful protest,1,0,25491.0,Demonstrations,1301,-8.5127,120.5925
2022-12-03,Southeast Asia,Indonesia,East Nusa Tenggara,Protests,Peaceful protest,3,0,50932.0,Demonstrations,1301,-8.5127,120.5925
2022-12-10,Southeast Asia,Indonesia,East Nusa Tenggara,Protests,Peaceful protest,1,0,8034.0,Demonstrations,1301,-8.5127,120.5925
2022-12-17,Southeast Asia,Indonesia,East Nusa Tenggara,Protests,Peaceful protest,1,0,8034.0,Demonstrations,1301,-8.5127,120.5925
2022-12-24,Southeast Asia,Indonesia,East Nusa Tenggara,Protests,Peaceful protest,1,0,440.0,Demonstrations,1301,-8.5127,120.5925
2022-12-31,Southeast Asia,Indonesia,East Nusa Tenggara,Protests,Peaceful protest,3,0,5946.0,Demonstrations,1301,-8.5127,120.5925
2023-01-14,Southeast Asia,Indonesia,East Nusa Tenggara,Protests,Peaceful protest,1,0,17093.0,Demonstrations,1301,-8.5127,120.5925
2023-01-21,Southeast Asia,Indonesia,East Nusa Tenggara,Protests,Peaceful protest,2,0,10570.0,Demonstrations,1301,-8.5127,120.5925
2023-01-28,Southeast Asia,Indonesia,East Nusa Tenggara,Protests,Peaceful protest,2,0,18355.0,Demonstrations,1301,-8.5127,120.5925
2023-02-04,Southeast Asia,Indonesia,East Nusa Tenggara,Protests,Peaceful protest,2,0,48003.0,Demonstrations,1301,-8.5127,120.5925
2023-02-11,Southeast Asia,Indonesia,East Nusa Tenggara,Protests,Peaceful protest,2,0,27523.0,Demonstrations,1301,-8.5127,120.5925
2023-02-18,Southeast Asia,Indonesia,East Nusa Tenggara,Protests,Peaceful protest,3,0,35014.0,Demonstrations,1301,-8.5127,120.5925
2023-02-25,Southeast Asia,Indonesia,East Nusa Tenggara,Protests,Peaceful protest,3,0,47396.0,Demonstrations,1301,-8.5127,120.5925
2023-03-04,Southeast Asia,Indonesia,East Nusa Tenggara,Protests,Peaceful protest,4,0,51604.0,Demonstrations,1301,-8.5127,120.5925
2023-03-18,Southeast Asia,Indonesia,East Nusa Tenggara,Protests,Peaceful protest,1,0,56.0,Demonstrations,1301,-8.5127,120.5925
2023-04-22,Southeast Asia,Indonesia,East Nusa Tenggara,Protests,Peaceful protest,1,0,235.0,Demonstrations,1301,-8.5127,120.5925
2023-04-29,Southeast Asia,Indonesia,East Nusa Tenggara,Protests,Peaceful protest,2,0,25701.0,Demonstrations,1301,-8.5127,120.5925
2023-05-20,Southeast Asia,Indonesia,East Nusa Tenggara,Protests,Peaceful protest,1,0,3109.0,Demonstrations,1301,-8.5127,120.5925
